,cluster 0,cluster 1,cluster 2,cluster 3
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.000571428571428572,0.0,-1.3552527156068805e-19,5.421010862427522e-20
4,0.035450549450549436,0.0016999999999999984,0.003377192982456142,0.001588888888888888
5,0.14763736263736266,0.014357142857142888,0.06549122807017543,0.015622222222222218
6,0.3112527472527472,0.05127142857142858,0.25742105263157894,0.09354444444444446
7,0.4570769230769231,0.13837142857142862,0.4580087719298246,0.27913333333333334
8,0.5734395604395605,0.21431428571428573,0.611359649122807,0.4526444444444444
9,0.6529560439560439,0.2702,0.7064385964912281,0.5630777777777778
10,0.6872087912087912,0.29004285714285716,0.7479035087719299,0.6120444444444444
11,0.6735934065934066,0.2669285714285714,0.7367105263157895,0.6003333333333334
12,0.6196483516483516,0.22392857142857142,0.673219298245614,0.5260444444444444
13,0.5296263736263737,0.16814285714285715,0.5562719298245614,0.3989666666666667
14,0.41087912087912093,0.09535714285714289,0.3888245614035088,0.2302222222222222
15,0.2652747252747253,0.030600000000000002,0.1946842105263158,0.0611222222222222
16,0.11542857142857141,0.008271428571428548,0.037921052631578946,0.010299999999999976
17,0.025736263736263754,0.0006571428571428631,0.0011315789473684244,0.0008666666666666718
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
