time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200121:0210,0,0,0,0,0,8.92,2.14,0
20200121:0310,0,0,0,0,0,8.88,2.14,0
20200121:0410,0,0,0,0,0,8.87,2.41,0
20200121:0510,0,0,0,0,0,8.86,2.41,0
20200121:0610,0,0,0,0,0,8.79,2.34,0
20200121:0710,9.86,0,23,0,5.08,8.73,2.07,0
20200121:0810,138.76,144.01,60,0,13.45,8.83,1.66,0
20200121:0910,254.34,241.01,85,0,20.16,8.94,2.21,0
20200121:1010,332.72,312.01,97,0,24.66,9.64,3.31,0
20200121:1110,362.66,341.01,101,0,26.45,9.72,3.1,0
20200121:1210,328.52,276.01,126,0,25.29,9.75,3.38,0
20200121:1310,252.57,188.01,129,0,21.34,9.64,3.86,0
20200121:1410,137.46,78,109,0,15.06,9.53,3.59,0
20200121:1510,16.95,0,33,0,7.01,9.41,3.17,0
20200121:1610,0,0,0,0,0,9.19,2.83,0
20200121:1710,0,0,0,0,0,9.1,2.41,0
20200121:1810,0,0,0,0,0,9.03,2.21,0
20200121:1910,0,0,0,0,0,8.94,2.21,0
20200121:2010,0,0,0,0,0,8.8,2.21,0
20200121:2110,0,0,0,0,0,8.65,2.55,0
20200121:2210,0,0,0,0,0,8.7,2.28,0
20200121:2310,0,0,0,0,0,8.58,1.72,0
20200122:0010,0,0,0,0,0,8.43,1.86,0
20200122:0110,0,0,0,0,0,8.33,2.21,0
20200122:0210,0,0,0,0,0,8.31,2.07,0
20200122:0310,0,0,0,0,0,8.08,2.07,0
20200122:0410,0,0,0,0,0,7.83,2.21,0
20200122:0510,0,0,0,0,0,7.71,2.83,0
20200122:0610,0,0,0,0,0,7.68,2.76,0
20200122:0710,17.1,0,33,0,5.21,7.67,2.34,0
20200122:0810,109.43,45,106,0,13.6,7.85,2,0
20200122:0910,219.54,129.01,148,0,20.34,8.17,2.14,0
20200122:1010,316.97,244.01,143,0,24.87,8.4,2.83,0
20200122:1110,364.15,324.01,118,0,26.68,8.68,2.69,0
20200122:1210,361.1,365.01,77,0,25.53,8.88,2.62,0
20200122:1310,277.8,253.01,97,0,21.58,9.12,2.55,0
20200122:1410,170.5,169.01,69,0,15.29,9.23,2,0
20200122:1510,45.36,53,38,0,7.22,9.19,1.72,0
20200122:1610,0,0,0,0,0,9.06,1.66,0
20200122:1710,0,0,0,0,0,9.07,1.72,0
20200122:1810,0,0,0,0,0,9.14,1.03,0
20200122:1910,0,0,0,0,0,9.2,0.14,0
20200122:2010,0,0,0,0,0,9.21,0.21,0
20200122:2110,0,0,0,0,0,9.18,0.9,0
20200122:2210,0,0,0,0,0,8.84,2.62,0
20200122:2310,0,0,0,0,0,8.67,2.21,0
20200123:0010,0,0,0,0,0,8.65,1.38,0
20200123:0110,0,0,0,0,0,8.75,0.76,0
20200123:0210,0,0,0,0,0,8.63,0.69,0
20200123:0310,0,0,0,0,0,8.29,1.03,0
20200123:0410,0,0,0,0,0,8.27,1.45,0
20200123:0510,0,0,0,0,0,8.5,1.79,0
20200123:0610,0,0,0,0,0,8.5,2.41,0
20200123:0710,9.18,0,22,0,5.35,8.78,2.97,0
20200123:0810,148.2,159.01,57,0,13.76,9.4,3.52,0
20200123:0910,272.83,278.01,70,0,20.53,10.08,4.28,0
20200123:1010,352.32,346.01,85,0,25.08,9.98,4.28,0
20200123:1110,379.6,363.01,97,0,26.91,10.27,4.41,0
20200123:1210,355.16,331.01,102,0,25.77,10.4,4.48,0
20200123:1310,275.63,234.01,112,0,21.82,10.48,4.14,0
20200123:1410,174.18,170.01,72,0,15.52,10.55,3.38,0
20200123:1510,47.9,56,39,0,7.45,10.55,2.69,0
20200123:1610,0,0,0,0,0,10.32,2.76,0
20200123:1710,0,0,0,0,0,10.09,2.83,0
20200123:1810,0,0,0,0,0,9.87,3.17,0
20200123:1910,0,0,0,0,0,9.71,3.59,0
20200123:2010,0,0,0,0,0,9.51,3.79,0
20200123:2110,0,0,0,0,0,9.32,3.79,0
20200123:2210,0,0,0,0,0,9.5,2.97,0
20200123:2310,0,0,0,0,0,9.26,3.03,0
20200124:0010,0,0,0,0,0,8.86,3.79,0
20200124:0110,0,0,0,0,0,8.33,4.14,0
20200124:0210,0,0,0,0,0,7.82,3.93,0
20200124:0310,0,0,0,0,0,7.44,3.52,0
20200124:0410,0,0,0,0,0,7.2,3.24,0
20200124:0510,0,0,0,0,0,6.96,2.76,0
20200124:0610,0,0,0,0,0,6.94,2.34,0
20200124:0710,13.47,0,28,0,5.49,7.13,2.34,0
20200124:0810,143.95,138.01,68,0,13.92,7.55,2,0
20200124:0910,263.53,252.01,84,0,20.72,8.12,1.38,0
20200124:1010,344.17,344.01,83,0,25.3,8.77,0.83,0
20200124:1110,360.33,335.01,111,0,27.14,9.33,0.41,0
20200124:1210,352.9,356.01,84,0,26.01,9.83,0.48,0
20200124:1310,274.11,243.01,105,0,22.06,10.22,1.24,0
20200124:1410,168.58,151.01,82,0,15.76,10.57,2,0
20200124:1510,48.13,49,43,0,7.67,10.84,2.07,0
20200124:1610,0,0,0,0,0,11,2.21,0
20200124:1710,0,0,0,0,0,11.08,2.14,0
20200124:1810,0,0,0,0,0,11.15,2,0
20200124:1910,0,0,0,0,0,11.07,1.79,0
20200124:2010,0,0,0,0,0,10.75,1.45,0
20200124:2110,0,0,0,0,0,10.26,1.38,0
20200124:2210,0,0,0,0,0,9.92,1.86,0
20200124:2310,0,0,0,0,0,9.66,1.86,0
20200125:0010,0,0,0,0,0,9.28,2.14,0
20200125:0110,0,0,0,0,0,9.16,2.41,0
20200125:0210,0,0,0,0,0,8.73,1.72,0
20200125:0310,0,0,0,0,0,8.54,1.52,0
20200125:0410,0,0,0,0,0,8.44,1.66,0
20200125:0510,0,0,0,0,0,8.59,2.28,0
20200125:0610,0,0,0,0,0,8.94,2.07,0
20200125:0710,17.7,0,34,0,5.64,9.15,2.07,0
20200125:0810,108.68,42,108,0,14.1,9.42,2.07,0
20200125:0910,175.65,54,169,0,20.92,9.85,2.28,0
20200125:1010,267.03,135,194,0,25.52,10.24,2.28,0
20200125:1110,119.49,1,155,0,27.39,10.57,2,0
20200125:1210,74.63,0,104,0,26.26,10.85,2.62,0
20200125:1310,76.26,0,106,0,22.31,11.02,2.48,0
20200125:1410,83.99,7,109,0,16,11.1,2.34,0
20200125:1510,28.87,3,47,0,7.9,11.07,2.21,0
20200125:1610,0,0,0,0,0,11.08,1.86,0
20200125:1710,0,0,0,0,0,11.1,1.52,0
20200125:1810,0,0,0,0,0,11.09,1.17,0
20200125:1910,0,0,0,0,0,10.94,0.55,0
20200125:2010,0,0,0,0,0,10.82,0.62,0
20200125:2110,0,0,0,0,0,10.68,1.1,0
20200125:2210,0,0,0,0,0,10.62,1.17,0
20200125:2310,0,0,0,0,0,10.65,1.45,0
20200126:0010,0,0,0,0,0,10.54,1.38,0
20200126:0110,0,0,0,0,0,10.43,1.24,0
20200126:0210,0,0,0,0,0,10.27,0.9,0
20200126:0310,0,0,0,0,0,10.09,0.48,0
20200126:0410,0,0,0,0,0,9.97,1.17,0
20200126:0510,0,0,0,0,0,9.88,1.79,0
20200126:0610,0,0,0,0,0,9.8,2.14,0
20200126:0710,19.89,0,37,0,5.79,9.82,2.48,0
20200126:0810,93.64,20,109,0,14.28,10.02,2.83,0
20200126:0910,135.66,16,159,0,21.12,10.43,3.1,0
20200126:1010,137.37,5,171,0,25.75,10.58,3.93,0
20200126:1110,192.39,24,215,0,27.63,10.73,4.14,0
20200126:1210,160.13,12,190,0,26.52,10.71,4.41,0
20200126:1310,140.8,14,166,0,22.56,10.52,5.38,0
20200126:1410,67.2,1,94,0,16.24,10.39,5.38,0
20200126:1510,13.25,0,28,0,8.13,10.31,4.97,0
20200126:1610,0,0,0,0,0,10.24,4.76,0
20200126:1710,0,0,0,0,0,10.16,4.62,0
20200126:1810,0,0,0,0,0,9.97,4.41,0
20200126:1910,0,0,0,0,0,9.83,4.55,0
20200126:2010,0,0,0,0,0,9.63,4.97,0
20200126:2110,0,0,0,0,0,9.47,4.76,0
20200126:2210,0,0,0,0,0,9.05,4.69,0
20200126:2310,0,0,0,0,0,9,4.41,0
20200127:0010,0,0,0,0,0,9,3.86,0
20200127:0110,0,0,0,0,0,9.02,3.59,0
20200127:0210,0,0,0,0,0,9.02,3.52,0
20200127:0310,0,0,0,0,0,8.96,3.79,0
20200127:0410,0,0,0,0,0,8.76,3.86,0
20200127:0510,0,0,0,0,0,8.46,3.38,0
20200127:0610,0,0,0,0,0,8.27,3.45,0
20200127:0710,20.07,0,37,0,5.96,8.24,3.79,0
20200127:0810,153.88,148.01,69,0,14.46,8.42,4.14,0
20200127:0910,290.32,317.01,50,0,21.33,9.32,4.07,0
20200127:1010,372.83,409.01,48,0,25.98,10.52,3.52,0
20200127:1110,405.22,446.01,48,0,27.89,11.13,3.31,0
20200127:1210,384.2,424.01,48,0,26.78,11.52,3.17,0
20200127:1310,294.95,278.01,93,0,22.82,11.78,3.52,0
20200127:1410,172.57,137.01,97,0,16.48,11.68,3.52,0
20200127:1510,59.39,82.01,34,0,8.36,11.5,3.1,0
20200127:1610,0,0,0,0,0,11.42,1.93,0
20200127:1710,0,0,0,0,0,11.49,0.55,0
20200127:1810,0,0,0,0,0,11.5,0.62,0
20200127:1910,0,0,0,0,0,11.48,1.86,0
20200127:2010,0,0,0,0,0,11.17,3.03,0
20200127:2110,0,0,0,0,0,10.8,3.59,0
20200127:2210,0,0,0,0,0,10.84,4.07,0
20200127:2310,0,0,0,0,0,10.65,4.28,0
20200128:0010,0,0,0,0,0,10.51,4.41,0
20200128:0110,0,0,0,0,0,10.53,4.14,0
20200128:0210,0,0,0,0,0,10.55,3.66,0
20200128:0310,0,0,0,0,0,10.63,3.45,0
20200128:0410,0,0,0,0,0,10.72,4.21,0
20200128:0510,0,0,0,0,0,10.81,3.72,0
20200128:0610,0,0,0,0,0,10.78,3.03,0
20200128:0710,22.06,0,40,0,6.12,10.86,3.45,0
20200128:0810,125.71,63,110,0,14.65,11.19,3.86,0
20200128:0910,132.66,13,159,0,21.55,11.76,4.14,0
20200128:1010,177.88,22,202,0,26.23,12.24,4.21,0
20200128:1110,92.13,0,125,0,28.15,12.86,5.72,0
20200128:1210,208.63,40,220,0,27.05,13.66,6.55,0
20200128:1310,77.78,0,109,0,23.08,14.73,7.1,0
20200128:1410,119.35,30,131,0,16.73,14.99,8.76,0
20200128:1510,47.48,18,61,0,8.6,14.71,10,0
20200128:1610,0,0,0,0,0,14.4,8.97,0
20200128:1710,0,0,0,0,0,14.17,8.83,0
20200128:1810,0,0,0,0,0,14.15,9.38,0
20200128:1910,0,0,0,0,0,14.13,10.55,0
20200128:2010,0,0,0,0,0,14.01,11.38,0
20200128:2110,0,0,0,0,0,13.86,11.1,0
20200128:2210,0,0,0,0,0,13.39,9.86,0
20200128:2310,0,0,0,0,0,13.12,10.55,0
20200129:0010,0,0,0,0,0,12.94,9.66,0
20200129:0110,0,0,0,0,0,12.72,9.38,0
20200129:0210,0,0,0,0,0,12.43,8.9,0
20200129:0310,0,0,0,0,0,12.3,8.76,0
20200129:0410,0,0,0,0,0,12.22,8.9,0
20200129:0510,0,0,0,0,0,12.04,8.97,0
20200129:0610,0,0,0,0,0,11.88,9.1,0
20200129:0710,21.24,0,39,0,6.3,11.72,9.38,0
20200129:0810,92.41,16,111,0,14.85,11.88,9.52,0
20200129:0910,298.34,322.01,54,0,21.77,12.27,8.76,0
20200129:1010,388.01,425.01,47,0,26.47,12.96,8.28,0
20200129:1110,422.26,463.01,46,0,28.41,13.24,8.34,0
20200129:1210,401.2,441.01,47,0,27.32,13.19,6.9,0
20200129:1310,301.56,270.01,106,0,23.35,12.87,6.28,0
20200129:1410,192.22,177.01,83,0,16.99,12.44,4.97,0
20200129:1510,65.58,77.01,43,0,8.84,11.96,4.07,0
20200129:1610,0,0,0,0,0,11.51,3.38,0
20200129:1710,0,0,0,0,0,11.31,1.86,0
20200129:1810,0,0,0,0,0,11.19,0.62,0
20200129:1910,0,0,0,0,0,10.97,1.52,0
20200129:2010,0,0,0,0,0,10.67,2.28,0
20200129:2110,0,0,0,0,0,10.36,3.17,0
20200129:2210,0,0,0,0,0,11.36,4.69,0
20200129:2310,0,0,0,0,0,11.45,6.69,0
20200130:0010,0,0,0,0,0,11.41,7.66,0
20200130:0110,0,0,0,0,0,11.38,7.52,0
20200130:0210,0,0,0,0,0,11.23,7.17,0
20200130:0310,0,0,0,0,0,10.88,6.34,0
20200130:0410,0,0,0,0,0,10.41,5.45,0
20200130:0510,0,0,0,0,0,9.95,4.41,0
20200130:0610,0,0,0,0,0,9.52,3.45,0
20200130:0710,24.55,0,43,0,6.47,9.31,2.48,0
20200130:0810,153.39,120.01,92,0,15.05,9.53,2.28,0
20200130:0910,256.79,182.01,141,0,22,10.29,2.34,0
20200130:1010,385.17,433.01,46,0,26.73,11.45,1.45,0
20200130:1110,421.7,471.02,46,0,28.68,12.18,2.76,0
20200130:1210,402.7,449.01,46,0,27.59,12.66,3.38,0
20200130:1310,322.78,334.01,71,0,23.62,12.87,4.14,0
20200130:1410,205.82,216.01,64,0,17.24,12.91,4.34,0
20200130:1510,67.46,69,50,0,9.08,12.65,4.62,0
20200130:1610,0,0,0,0,0,12.27,4.97,0
20200130:1710,0,0,0,0,0,11.8,5.24,0
20200130:1810,0,0,0,0,0,11.46,5.24,0
20200130:1910,0,0,0,0,0,11.19,4.83,0
20200130:2010,0,0,0,0,0,10.9,4.41,0
20200130:2110,0,0,0,0,0,10.61,4.14,0
20200130:2210,0,0,0,0,0,11.19,3.86,0
20200130:2310,0,0,0,0,0,11.14,4.14,0
20200131:0010,0,0,0,0,0,11.03,4.21,0
20200131:0110,0,0,0,0,0,11.03,4.34,0
20200131:0210,0,0,0,0,0,11.11,4.55,0
20200131:0310,0,0,0,0,0,11.25,4.07,0
20200131:0410,0,0,0,0,0,11.36,3.52,0
20200131:0510,0,0,0,0,0,11.38,3.31,0
20200131:0610,0,0,0,0,0,11.28,3.24,0
20200131:0710,16.78,0,33,0,6.66,11.3,3.03,0
20200131:0810,137.41,81,108,0,15.26,11.57,2.41,0
20200131:0910,282.47,282.01,79,0,22.23,12.14,1.93,0
20200131:1010,375.13,416.01,51,0,26.98,12.64,1.79,0
20200131:1110,408.71,454.01,50,0,28.96,12.91,2.21,0
20200131:1210,265.07,105,224,0,27.87,13.13,2.28,0
20200131:1310,252.2,148.01,170,0,23.89,13.43,2.34,0
20200131:1410,138.38,49,136,0,17.5,13.51,2.28,0
20200131:1510,62.96,46,60,0,9.32,13.37,2.55,0
20200131:1610,0,0,0,0,0,13.07,2.83,0
20200131:1710,0,0,0,0,0,12.66,2.97,0
20200131:1810,0,0,0,0,0,12.34,2.9,0
20200131:1910,0,0,0,0,0,12.11,2.83,0
20200131:2010,0,0,0,0,0,11.79,2.62,0
20200131:2110,0,0,0,0,0,11.49,2.55,0
20200131:2210,0,0,0,0,0,11.81,2.28,0
20200131:2310,0,0,0,0,0,11.63,2.55,0
20200201:0010,0,0,0,0,0,11.5,2.76,0
20200201:0110,0,0,0,0,0,11.35,3.1,0
20200201:0210,0,0,0,0,0,11.3,3.24,0
20200201:0310,0,0,0,0,0,11.23,3.31,0
20200201:0410,0,0,0,0,0,11.14,3.17,0
20200201:0510,0,0,0,0,0,11.02,3.17,0
20200201:0610,0,0,0,0,0,11.03,3.03,0
20200201:0710,22.81,0,41,0,6.85,10.98,2.9,0
20200201:0810,69.85,3,96,0,15.47,11.34,2.76,0
20200201:0910,97.14,2,129,0,22.47,12.15,2.55,0
20200201:1010,128.45,3,165,0,27.25,12.77,1.79,0
20200201:1110,139.21,3,178,0,29.24,13.27,1.59,0
20200201:1210,124.48,2,162,0,28.16,13.65,1.72,0
20200201:1310,79.17,0,111,0,24.17,14.17,1.52,0
20200201:1410,54.95,0,82,0,17.77,14.21,1.03,0
20200201:1510,52.32,17,67,0,9.57,14.15,1.79,0
20200201:1610,0,0,0,0,0,14,3.1,0
20200201:1710,0,0,0,0,0,13.64,4.14,0
20200201:1810,0,0,0,0,0,13.15,4.9,0
20200201:1910,0,0,0,0,0,12.77,5.03,0
20200201:2010,0,0,0,0,0,12.56,4.97,0
20200201:2110,0,0,0,0,0,12.48,4.55,0
20200201:2210,0,0,0,0,0,12.42,3.79,0
20200201:2310,0,0,0,0,0,12.32,4.07,0
20200202:0010,0,0,0,0,0,12.35,4.34,0
20200202:0110,0,0,0,0,0,12.38,4.62,0
20200202:0210,0,0,0,0,0,12.3,4.62,0
20200202:0310,0,0,0,0,0,12.15,4.21,0
20200202:0410,0,0,0,0,0,11.94,3.66,0
20200202:0510,0,0,0,0,0,11.84,3.38,0
20200202:0610,0,0,0,0,0,11.76,3.45,0
20200202:0710,18.25,0,35,0,7.04,11.3,2.48,0
20200202:0810,174.79,189.01,58,0,15.69,11.62,1.45,0
20200202:0910,272.76,233.01,116,0,22.72,12.28,0.69,0
20200202:1010,349.91,310.01,128,0,27.52,13.27,0.97,0
20200202:1110,328.67,200.01,208,0,29.52,13.59,1.38,0
20200202:1210,382.69,398.01,84,0,28.45,13.91,0.55,0
20200202:1310,232.6,104,192,0,24.45,14.24,0.97,0
20200202:1410,202.1,188.01,86,0,18.03,14.2,1.52,0
20200202:1510,76.97,92.01,44,0,9.82,13.97,2,0
20200202:1610,0,0,0,0,0,13.7,1.66,0
20200202:1710,0,0,0,0,0,13.28,2.07,0
20200202:1810,0,0,0,0,0,12.89,3.03,0
20200202:1910,0,0,0,0,0,12.67,2.76,0
20200202:2010,0,0,0,0,0,12.59,2.97,0
20200202:2110,0,0,0,0,0,12.56,2.62,0
20200202:2210,0,0,0,0,0,12.58,2.97,0
20200202:2310,0,0,0,0,0,12.45,3.1,0
20200203:0010,0,0,0,0,0,12.34,2.9,0
20200203:0110,0,0,0,0,0,12.2,3.24,0
20200203:0210,0,0,0,0,0,11.98,2.83,0
20200203:0310,0,0,0,0,0,11.84,2.21,0
20200203:0410,0,0,0,0,0,11.79,2.28,0
20200203:0510,0,0,0,0,0,11.68,2.41,0
20200203:0610,0,0,0,0,0,11.59,2.28,0
20200203:0710,26.58,0,46,0,7.25,11.65,3.31,0
20200203:0810,175.96,184.01,62,0,15.92,12.07,3.45,0
20200203:0910,293.43,281.01,90,0,22.97,12.72,3.17,0
20200203:1010,323.22,220.01,178,0,27.79,13.13,3.1,0
20200203:1110,367.42,285.01,166,0,29.81,13.63,2.9,0
20200203:1210,388.83,391.01,90,0,28.74,14.17,2.62,0
20200203:1310,286.8,214.01,148,0,24.73,14.98,2.69,0
20200203:1410,194.61,160.01,103,0,18.3,16.14,2.55,0
20200203:1510,67.67,42,68,0,10.07,15.21,1.45,0
20200203:1610,0,0,0,0,0,14.19,1.31,0
20200203:1710,0,0,0,0,0,13.49,2.21,0
20200203:1810,0,0,0,0,0,12.98,2.97,0
20200203:1910,0,0,0,0,0,12.38,2.55,0
20200203:2010,0,0,0,0,0,11.86,2.34,0
20200203:2110,0,0,0,0,0,11.55,2.48,0
20200203:2210,0,0,0,0,0,11.88,2.62,0
20200203:2310,0,0,0,0,0,11.44,2.83,0
20200204:0010,0,0,0,0,0,11.29,2.83,0
20200204:0110,0,0,0,0,0,11.21,2.9,0
20200204:0210,0,0,0,0,0,11.34,4.07,0
20200204:0310,0,0,0,0,0,11.69,4.48,0
20200204:0410,0,0,0,0,0,12.18,5.59,0
20200204:0510,0,0,0,0,0,12.88,6.14,0
20200204:0610,0,0,0,0,0,13.8,6,0
20200204:0710,20.63,1,38,0,7.45,14.42,6.83,0
20200204:0810,186.58,205.01,56,0,16.15,15.02,9.72,0
20200204:0910,315.7,327.01,69,0,23.23,15.56,11.79,0
20200204:1010,403.46,417.01,73,0,28.07,15.41,10.41,0
20200204:1110,413.36,371.01,126,0,30.11,15.42,11.93,0
20200204:1210,212.12,32,232,0,29.04,15.35,12.07,0
20200204:1310,19.43,0,37,0,25.02,14.6,8.69,0
20200204:1410,19.56,0,37,0,18.57,13.31,7.72,0
20200204:1510,5.19,0,16,0,10.32,12.62,9.24,0
20200204:1610,0,0,0,0,0,11.86,10.07,0
20200204:1710,0,0,0,0,0,10.78,8.21,0
20200204:1810,0,0,0,0,0,9.27,8.55,0
20200204:1910,0,0,0,0,0,9.28,9.17,0
20200204:2010,0,0,0,0,0,9.88,7.72,0
20200204:2110,0,0,0,0,0,10.28,9.17,0
20200204:2210,0,0,0,0,0,11.46,9.66,0
20200204:2310,0,0,0,0,0,11.73,9.38,0
20200205:0010,0,0,0,0,0,11.66,10,0
20200205:0110,0,0,0,0,0,10.5,10.34,0
20200205:0210,0,0,0,0,0,10.19,9.59,0
20200205:0310,0,0,0,0,0,9.94,10.48,0
20200205:0410,0,0,0,0,0,10.13,10.48,0
20200205:0510,0,0,0,0,0,10.52,10.28,0
20200205:0610,0,0,0,0,0,10.28,11.1,0
20200205:0710,52.76,72,34,0,7.67,9.7,11.86,0
20200205:0810,196.39,197.01,67,0,16.38,9.51,12.97,0
20200205:0910,260.23,137,179,0,23.49,9.96,14.14,0
20200205:1010,285.66,106,236,0,28.36,10.84,12.55,0
20200205:1110,403.55,293.01,181,0,30.41,10.49,12.62,0
20200205:1210,432.93,414.01,96,0,29.34,10.91,12.76,0
20200205:1310,321.77,233.01,154,0,25.31,10.78,13.45,0
20200205:1410,162.32,53,154,0,18.84,10.6,13.72,0
20200205:1510,4.64,0,15,0,10.57,11.13,13.24,0
20200205:1610,0,0,0,0,0,11.02,13.52,0
20200205:1710,0,0,0,0,0,10.71,14.21,0
20200205:1810,0,0,0,0,0,10.13,14.55,0
20200205:1910,0,0,0,0,0,9.75,14.41,0
20200205:2010,0,0,0,0,0,9.43,14.34,0
20200205:2110,0,0,0,0,0,9.15,14.28,0
20200205:2210,0,0,0,0,0,9,13.66,0
20200205:2310,0,0,0,0,0,8.7,13.38,0
20200206:0010,0,0,0,0,0,8.45,13.24,0
20200206:0110,0,0,0,0,0,8.25,12.41,0
20200206:0210,0,0,0,0,0,8.09,11.38,0
20200206:0310,0,0,0,0,0,8.02,10.83,0
20200206:0410,0,0,0,0,0,7.96,10.55,0
20200206:0510,0,0,0,0,0,7.94,10.41,0
20200206:0610,0,0,0,0,0,7.98,10.14,0
20200206:0710,54.36,47,50,0,7.88,8.03,9.52,0
20200206:0810,197.8,179.01,83,0,16.62,8.2,8.83,0
20200206:0910,335.94,317.01,90,0,23.76,8.33,8.14,0
20200206:1010,425.92,402.01,99,0,28.65,8.48,8.83,0
20200206:1110,442.26,382.01,136,0,30.72,8.68,8.21,0
20200206:1210,436.36,403.01,111,0,29.64,8.94,7.66,0
20200206:1310,334,250.01,151,0,25.6,9.22,8,0
20200206:1410,242.72,224.01,87,0,19.11,9.44,7.59,0
20200206:1510,96.43,97,57,0,10.83,9.68,5.93,0
20200206:1610,0,0,0,0,0,9.84,4.41,0
20200206:1710,0,0,0,0,0,9.96,3.45,0
20200206:1810,0,0,0,0,0,9.88,2.41,0
20200206:1910,0,0,0,0,0,9.44,3.03,0
20200206:2010,0,0,0,0,0,8.94,3.86,0
20200206:2110,0,0,0,0,0,8.56,4.34,0
20200206:2210,0,0,0,0,0,8.5,4.97,0
20200206:2310,0,0,0,0,0,8.24,5.03,0
20200207:0010,0,0,0,0,0,8.05,4.83,0
20200207:0110,0,0,0,0,0,7.98,4.62,0
20200207:0210,0,0,0,0,0,7.98,4.41,0
20200207:0310,0,0,0,0,0,8.05,4.21,0
20200207:0410,0,0,0,0,0,8.06,3.79,0
20200207:0510,0,0,0,0,0,7.85,3.31,0
20200207:0610,0,0,0,0,0,7.72,3.24,0
20200207:0710,57.75,64,43,0,8.11,7.72,3.17,0
20200207:0810,203.4,202.01,71,0,16.87,8.53,2.97,0
20200207:0910,342.14,361.01,63,0,24.03,9.73,2.97,0
20200207:1010,425.17,441.01,75,0,28.95,10.48,2.9,0
20200207:1110,441.73,421.01,114,0,31.03,10.73,2.55,0
20200207:1210,439.93,459.01,75,0,29.95,10.82,2.69,0
20200207:1310,337.19,272.01,141,0,25.9,10.81,3.45,0
20200207:1410,249.01,253.01,71,0,19.39,10.79,3.59,0
20200207:1510,100.84,108.01,54,0,11.08,10.72,3.1,0
20200207:1610,0,0,0,0,0,10.56,2.83,0
20200207:1710,0,0,0,0,0,10.48,2.62,0
20200207:1810,0,0,0,0,0,10.44,1.86,0
20200207:1910,0,0,0,0,0,10.35,0.41,0
20200207:2010,0,0,0,0,0,10.02,1.24,0
20200207:2110,0,0,0,0,0,9.7,1.93,0
20200207:2210,0,0,0,0,0,9.07,2.14,0
20200207:2310,0,0,0,0,0,8.69,1.93,0
20200208:0010,0,0,0,0,0,8.5,1.72,0
20200208:0110,0,0,0,0,0,8.43,1.86,0
20200208:0210,0,0,0,0,0,8.14,2.21,0
20200208:0310,0,0,0,0,0,7.91,2.69,0
20200208:0410,0,0,0,0,0,7.61,2.97,0
20200208:0510,0,0,0,0,0,7.57,2.97,0
20200208:0610,0,0,0,0,0,7.51,3.1,0
20200208:0710,60.06,64,45,0,8.33,7.59,3.03,0
20200208:0810,205.99,203.01,72,0,17.12,8.44,3.1,0
20200208:0910,346.27,366.01,61,0,24.3,9.43,3.31,0
20200208:1010,431.79,457.01,65,0,29.25,9.95,2.97,0
20200208:1110,449.78,445.01,99,0,31.34,10.24,2.34,0
20200208:1210,438.88,459.01,76,0,30.27,10.41,1.79,0
20200208:1310,347.96,312.01,119,0,26.2,10.54,1.31,0
20200208:1410,250,258.01,70,0,19.67,10.64,0.97,0
20200208:1510,102.3,107.01,56,0,11.34,10.62,1.03,0
20200208:1610,0,0,0,0,0,10.44,1.38,0
20200208:1710,0,0,0,0,0,10.32,1.86,0
20200208:1810,0,0,0,0,0,10.32,2.34,0
20200208:1910,0,0,0,0,0,10.29,2.55,0
20200208:2010,0,0,0,0,0,10.19,2.69,0
20200208:2110,0,0,0,0,0,10.04,2.76,0
20200208:2210,0,0,0,0,0,9.67,2.9,0
20200208:2310,0,0,0,0,0,9.05,2.76,0
20200209:0010,0,0,0,0,0,8.7,2.62,0
20200209:0110,0,0,0,0,0,8.48,2.48,0
20200209:0210,0,0,0,0,0,8.39,2.34,0
20200209:0310,0,0,0,0,0,8.3,2.28,0
20200209:0410,0,0,0,0,0,8.22,2.48,0
20200209:0510,0,0,0,0,0,8.14,2.62,0
20200209:0610,0,0,0,0,0,8.11,2.76,0
20200209:0710,62.41,66,46,0,8.57,8.16,2.83,0
20200209:0810,208.5,205.01,73,0,17.38,8.91,2.76,0
20200209:0910,343.98,357.01,69,0,24.59,10.07,2.62,0
20200209:1010,420.41,427.01,87,0,29.55,11,1.93,0
20200209:1110,450.83,464.01,89,0,31.66,11.74,1.52,0
20200209:1210,394.37,328.01,160,0,30.58,11.95,0.76,0
20200209:1310,341.7,297.01,130,0,26.5,12.27,1.03,0
20200209:1410,225.46,174.01,121,0,19.95,12.69,0.83,0
20200209:1510,105.91,118.01,52,0,11.6,12.71,1.59,0
20200209:1610,0,0,0,0,0,12.4,2.34,0
20200209:1710,0,0,0,0,0,11.95,2.48,0
20200209:1810,0,0,0,0,0,11.55,3.79,0
20200209:1910,0,0,0,0,0,11.22,4.62,0
20200209:2010,0,0,0,0,0,10.9,4.62,0
20200209:2110,0,0,0,0,0,10.67,4.41,0
20200209:2210,0,0,0,0,0,10.61,4.07,0
20200209:2310,0,0,0,0,0,10.56,4,0
20200210:0010,0,0,0,0,0,10.53,4.07,0
20200210:0110,0,0,0,0,0,10.47,3.72,0
20200210:0210,0,0,0,0,0,10.44,4,0
20200210:0310,0,0,0,0,0,10.48,3.17,0
20200210:0410,0,0,0,0,0,10.57,2.55,0
20200210:0510,0,0,0,0,0,10.77,1.31,0
