,cluster 0,cluster 1,cluster 2,cluster 3
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0013043478260869566,0.028449438202247178,0.0013904761904761894,0.0007341772151898719
5,0.01859782608695654,0.12285393258426965,0.04556190476190477,0.007265822784810146
6,0.0876521739130435,0.2909550561797752,0.23472380952380956,0.026645569620253134
7,0.25966304347826086,0.4486067415730337,0.45037142857142853,0.0881518987341772
8,0.43,0.5685505617977528,0.619352380952381,0.16279746835443043
9,0.5490326086956522,0.6491685393258427,0.7251142857142857,0.22512658227848098
10,0.6016630434782608,0.6828202247191011,0.7744285714285715,0.2605696202531646
11,0.5879565217391304,0.6695730337078651,0.7698857142857143,0.2614430379746836
12,0.5194130434782609,0.6179213483146068,0.7112095238095238,0.2323037974683544
13,0.4137717391304348,0.5359213483146067,0.6019428571428571,0.17277215189873424
14,0.27225,0.41774157303370785,0.44520952380952383,0.097126582278481
15,0.10090217391304346,0.27664044943820226,0.24615238095238096,0.029215189873417702
16,0.023945652173913062,0.13485393258426967,0.0586,0.007291139240506346
17,0.0026739130434782574,0.0351685393258427,0.00273333333333333,0.0010253164556961996
18,5.421010862427522e-20,0.0007865168539325852,-1.0842021724855044e-19,8.131516293641283e-20
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
