,cluster 0,cluster 1,cluster 2,cluster 3
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0018285714285714277,0.0012469135802469162,0.026238095238095234,0.00031578947368421286
5,0.041485714285714285,0.011308641975308634,0.11345238095238093,0.01097894736842104
6,0.21045714285714287,0.036123456790123507,0.2787261904761905,0.06794736842105267
7,0.4195333333333333,0.09879012345679011,0.43826190476190474,0.2409578947368421
8,0.5922666666666667,0.17274074074074075,0.5624880952380953,0.4242
9,0.7057333333333333,0.23113580246913584,0.6303214285714286,0.5596
10,0.7584761904761905,0.28653086419753093,0.6552976190476191,0.6234842105263158
11,0.7565047619047618,0.28012345679012346,0.6576666666666666,0.6236105263157895
12,0.7089142857142857,0.2446049382716049,0.6224285714285714,0.5666736842105263
13,0.6072,0.18745679012345673,0.5424880952380953,0.4534526315789474
14,0.4541428571428571,0.11513580246913577,0.42922619047619043,0.28633684210526317
15,0.26225714285714286,0.04543209876543211,0.2963571428571429,0.10044210526315787
16,0.07602857142857143,0.014728395061728385,0.15224999999999994,0.017252631578947374
17,0.005961904761904765,0.002913580246913589,0.040119047619047624,0.0013473684210526405
18,4.336808689942018e-19,3.2526065174565133e-19,0.0024523809523809533,4.336808689942018e-19
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
