,cluster 0,cluster 1,cluster 2,cluster 3
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.021112244897959175,0.00047524752475248174,0.0008256880733944951,0.0002631578947368462
5,0.10878571428571424,0.016683168316831698,0.04027522935779816,0.006912280701754377
6,0.2814489795918367,0.09436633663366337,0.2220091743119266,0.03692982456140351
7,0.4458673469387755,0.26268316831683164,0.4417431192660551,0.11733333333333332
8,0.5768163265306123,0.4430792079207921,0.6089082568807339,0.2081052631578948
9,0.6649489795918367,0.5732673267326732,0.7152385321100918,0.29675438596491227
10,0.7007142857142857,0.6183168316831683,0.7647614678899083,0.33703508771929824
11,0.6941632653061225,0.6073069306930693,0.7619357798165138,0.32040350877192986
12,0.647061224489796,0.5468613861386139,0.7077064220183487,0.2767543859649123
13,0.5625714285714285,0.4277128712871287,0.601605504587156,0.21829824561403516
14,0.43732653061224486,0.2716633663366337,0.44445871559633027,0.1400350877192983
15,0.28415306122448974,0.1005940594059406,0.24177981651376146,0.04671929824561405
16,0.12575510204081633,0.015306930693069334,0.05413761467889908,0.007017543859649138
17,0.026959183673469386,0.0006039603960396106,0.0015779816513761475,0.000350877192982455
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
